#id1	id2	type	subtype
26	141	PCrel	activation
141	138	PCrel	activation
128	50	PCrel	activation
144	143	PCrel	activation
50	119	PCrel	activation
143	39	PCrel	activation|indirect effect
119	120	PCrel	activation
152	83	PCrel	binding/association
150	81	PCrel	binding/association
82	149	PCrel	binding/association
118	25	PCrel	activation|phosphorylation
84	151	PCrel	binding/association
114	25	PCrel	activation
111	80	PCrel	binding/association
161	26	PPrel	activation
134	25	PCrel	activation|phosphorylation
